what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340045394854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340045397295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045404067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045539391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340045542771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340045553547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340045558957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340045564441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045564755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045582623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340045585914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340045587589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340045619207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045621443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045633791
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340045634984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045636879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045688919
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340045691277
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340045698586
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340045698592
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340045699887
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1340045700160
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340045700266
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340045700311
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340045700384
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1340045704568
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1340045708280
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340045714186
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340045715499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1340045718340
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340045720433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1340045722773
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340045725288
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340045733064
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340045733243
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340045736825
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340045736966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045741346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045749813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045749831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045756447
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340045761648
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340045761810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045791617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045791719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045795346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045797074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045810458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045820041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045821725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045888600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045893909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045918705
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340045933575
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340045937380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340045939547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046014462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340046022323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340046024844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340046046998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340046047600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046068683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046188182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046189675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046191088
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1340046191189
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1340046191279
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340046191359
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340046193618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046213566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046213623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046243358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046318967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340046327993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340046328952
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1340046331371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046335594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046342762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340046348917
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1340046358579
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340046362458
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340046367571
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340046370962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046382338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046463926
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1340046466858
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340046468027
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1340046468028
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340046469027
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340046477522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046483377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046483487
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340046483567
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340046483637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340046492640
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340046493923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046497944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046498876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046499099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046500688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046505128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046507016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046511266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340046512233
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1340046512242
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340046512478
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340046522619
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340046526142
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340046542203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340046548995
